"Process Type","Process Name","Process ID","Output Resource","Pathways the process is used in.","SCC",9991,9992,9993,9994,9995,9996,888,"NOTES","NOTES"
"StationaryProcess","Pick-up Trucks Type 1 Chassis (w/o battery) (ICEV): Lightweight Material",66996634,"Chassis (w/o battery)","Pick-up Trucks Type 1 Chassis (w/o battery) (ICEV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (ICEV) Pick-up Trucks Type 2: Conventional Material",66999416,"Powertrain System","Powertrain System (ICEV) Pick-up Trucks Type 2: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (ICEV) Pick-up Trucks Type 2: Lightweight Material",66999600,"Powertrain System","Powertrain System (ICEV) Pick-up Trucks Type 2: Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Pick-up Trucks Type 2 Vehicle Body (ICEV): Conventional Material",66999760,"Vehicle Body","Pick-up Trucks Type 2 Vehicle Body (ICEV): Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Transmission System/Gearbox (ICEV) Pick-up Trucks Type 2: Lightweight Material",67000160,"Transmission System/Gearbox","Transmission System/Gearbox (ICEV) Pick-up Trucks Type 2: Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Transmission System/Gearbox (ICEV) Pick-up Trucks Type 2: Conventional Material",67000305,"Transmission System/Gearbox","Transmission System/Gearbox (ICEV) Pick-up Trucks Type 2: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Pick-up Trucks Type 2 Chassis (w/o battery): Conventional Material",67000575,"Chassis (w/o battery)","Pick-up Trucks Type 2 Chassis (w/o battery) (ICEV): Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Pick-up Trucks Type 2 Chassis (w/o battery) (ICEV): Lightweight Material",67000685,"Chassis (w/o battery)","Pick-up Trucks Type 2 Chassis (w/o battery) (ICEV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Pick-up Trucks Type 2 Vehicle Body (ICEV): Lightweight Material",67001663,"Vehicle Body","Pick-up Trucks Type 2 Vehicle Body (ICEV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Passenger Cars Type 1 Vehicle Body (HEV): Lightweight Material",67012131,"Vehicle Body","Passenger Cars Type 1 Vehicle Body (HEV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (HEV) Passenger Cars Type 1: Conventional Material",67012531,"Powertrain System","Powertrain System (HEV) Passenger Cars Type 1: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (HEV) Passenger Cars Type 1: Lightweightl Material",67012692,"Powertrain System","Powertrain System (HEV) Passenger Cars Type 1: Lightweightl Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Passenger Cars Type 1 Chassis (w/o battery) (HEV): Lightweight Material",67013814,"Chassis (w/o battery)","Passenger Cars Type 1 Chassis (w/o battery) (HEV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Generator (HEV, PHEV)",67014189,"Generator (HEV, PHEV)","Generator (HEV, PHEV)",31400901,,,,,,,,"Assume produced where vehicles are assembled",
"StationaryProcess","Passenger Cars Type 1 Vehicle Body (PHEV): Lightweight Material",67174792,"Vehicle Body","Passenger Cars Type 1 Vehicle Body (PHEV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (PHEV) Passenger Cars Type 1: Conventional Material",67175165,"Powertrain System","Powertrain System (PHEV) Passenger Cars Type 1: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (PHEV) Passenger Cars Type 1: Lightweightl Material",67175175,"Powertrain System","Powertrain System (PHEV) Passenger Cars Type 1: Lightweightl Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Passenger Cars Type 1 Vehicle Body (EV): Lightweight Material",67185258,"Vehicle Body","Passenger Cars Type 1 Vehicle Body (EV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Passenger Cars Type 1 Chassis (w/o battery) (EV): Lightweight Material",67185290,"Chassis (w/o battery)","Passenger Cars Type 1 Chassis (w/o battery) (EV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Electronic Controller (HEV, PHEV, EV, FCV)",67185304,"Electronic Controller (HEV, PHEV, EV, FCV)","Electronic Controller (HEV, PHEV, EV, FCV)",31400901,,,,,,,,"Assume this is done at the assembly plant",
"StationaryProcess","Powertrain System (EV) Passenger Cars Type 1: Conventional Material",67185351,"Powertrain System","Powertrain System (EV) Passenger Cars Type 1: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (EV) Passenger Cars Type 1: Lightweightl Material",67185359,"Powertrain System","Powertrain System (EV) Passenger Cars Type 1: Lightweightl Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Traction Motor (HEV, PHEV, EV, FCV)",67185373,"Traction Motor (HEV, PHEV, EV, FCV)","Traction Motor (HEV, PHEV, EV, FCV)","31400901;31400902;31400903;31401001;31401101;31401102;31401201;31401501;31401503;31401510;31401511;31401512;31401513;31401514;31401516;31401517;31401525;31401540;31401550;31401551;31401552;31401553;31401560",,,,,,,,,
"StationaryProcess","Passenger Cars Type 1 Vehicle Body (FCV): Lightweight Material",67529734,"Vehicle Body","Passenger Cars Type 1 Vehicle Body (FCV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Passenger Cars Type 1 Chassis (w/o battery) (FCV): Lightweight Material",67529757,"Chassis (w/o battery)","Passenger Cars Type 1 Chassis (w/o battery) (FCV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (FCV) Passenger Cars Type 1: Conventional Material",67529816,"Powertrain System","Powertrain System (FCV) Passenger Cars Type 1: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (FCV) Passenger Cars Type 1: Lightweightl Material",67529826,"Powertrain System","Powertrain System (FCV) Passenger Cars Type 1: Lightweightl Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Fuel Cell Auxiliary System (FCV)",67529956,"Fuel Cell Auxiliary System (FCV)","Fuel Cell Auxiliary System (FCV)",31400901,,,,,,,,"Assume produced where vehicles are assembled",
"StationaryProcess","Sport Utility Vehicles (SUVs) Type 1 Vehicle Body (HEV): Lightweight Material",67602951,"Vehicle Body","Sport Utility Vehicles (SUVs) Type 1 Vehicle Body (HEV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Sport Utility Vehicles (SUVs) Type 1 Chassis (w/o battery) (HEV): Lightweight Material",67603423,"Chassis (w/o battery)","Sport Utility Vehicles (SUVs) Type 1 Chassis (w/o battery) (HEV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (HEV) Sport Utility Vehicles (SUVs) Type 1: Conventional Material",67604932,"Powertrain System","Powertrain System (HEV) Sport Utility Vehicles (SUVs) Type 1: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (HEV) Sport Utility Vehicles (SUVs) Type 1: Lightweight Material",67605115,"Powertrain System","Powertrain System (HEV) Sport Utility Vehicles (SUVs) Type 1: Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Sport Utility Vehicles (SUVs) Type 1 Vehicle Body (PHEV): Lightweight Material",67614921,"Vehicle Body","Sport Utility Vehicles (SUVs) Type 1 Vehicle Body (PHEV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Sport Utility Vehicles (SUVs) Type 1 Chassis (w/o battery) (PHEV): Lightweight Material",67614975,"Chassis (w/o battery)","Sport Utility Vehicles (SUVs) Type 1 Chassis (w/o battery) (PHEV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (PHEV) Sport Utility Vehicles (SUVs) Type 1: Conventional Material",67617578,"Powertrain System","Powertrain System (PHEV) Sport Utility Vehicles (SUVs) Type 1: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (PHEV) Sport Utility Vehicles (SUVs) Type 1: Lightweightl Material",67617592,"Powertrain System","Powertrain System (PHEV) Sport Utility Vehicles (SUVs) Type 1: Lightweightl Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Transmission System/Gearbox (HEV, PHEV, EV, FCV)",67617647,"Transmission System/Gearbox","Transmission System/Gearbox (HEV, PHEV, EV, FCV)","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Sport Utility Vehicles (SUVs) Type 1 Vehicle Body (EV): Lightweight Material",67621335,"Vehicle Body","Sport Utility Vehicles (SUVs) Type 1 Vehicle Body (EV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Sport Utility Vehicles (SUVs) Type 1 Chassis (w/o battery) (EV): Lightweight Material",67621494,"Chassis (w/o battery)","Sport Utility Vehicles (SUVs) Type 1 Chassis (w/o battery) (EV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (EV) Sport Utility Vehicles (SUVs) Type 1: Conventional Material",67621589,"Powertrain System","Powertrain System (EV) Sport Utility Vehicles (SUVs) Type 1: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (EV) Sport Utility Vehicles (SUVs) Type 1: Lightweightl Material",67621600,"Powertrain System","Powertrain System (EV) Sport Utility Vehicles (SUVs) Type 1: Lightweightl Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Sport Utility Vehicles (SUVs) Type 1 Vehicle Body (FCV): Lightweight Material",67789021,"Vehicle Body","Sport Utility Vehicles (SUVs) Type 1 Vehicle Body (FCV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Sport Utility Vehicles (SUVs) Type 1 Chassis (w/o battery) (FCV): Lightweight Material",67789044,"Chassis (w/o battery)","Sport Utility Vehicles (SUVs) Type 1 Chassis (w/o battery) (FCV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (FCV) Sport Utility Vehicles (SUVs) Type 1: Conventional Material",67789209,"Powertrain System","Powertrain System (FCV) Sport Utility Vehicles (SUVs) Type 1: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (FCV) Sport Utility Vehicles (SUVs) Type 1: Lightweightl Material",67789220,"Powertrain System","Powertrain System (FCV) Sport Utility Vehicles (SUVs) Type 1: Lightweightl Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Pick-up Trucks Type 1 Vehicle Body (EV): Lightweight Material",67791436,"Vehicle Body","Pick-up Trucks Type 1 Vehicle Body (EV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Pick-Up Trucks Type 1 Chassis (w/o battery) (EV): Lightweight Material",67791463,"Chassis (w/o battery)","Pick-up Trucks Type 1 Chassis (w/o battery) (EV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (EV) Pick-up Trucks Type 1: Conventional Material",67791523,"Powertrain System","Powertrain System (EV) Pick-up Trucks Type 1: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (EV) Pick-up Trucks Type 1: Lightweightl Material",67791535,"Powertrain System","Powertrain System (EV) Pick-up Trucks Type 1: Lightweightl Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Pick-up Trucks Type 1 Vehicle Body (HEV): Lightweight Material",67791626,"Vehicle Body","Pick-up Trucks Type 1 Vehicle Body (HEV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Pick-up Trucks Type 1 Chassis (w/o battery) (HEV): Lightweight Material",67791659,"Chassis (w/o battery)","Pick-up Trucks Type 1 Chassis (w/o battery) (HEV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Pick-up Trucks Type 1 Chassis (w/o battery) (PHEV): Lightweight Material",67791685,"Chassis (w/o battery)","Pick-up Trucks Type 1 Chassis (w/o battery) (PHEV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Pick-up Trucks Type 1 Vehicle Body (PHEV): Lightweight Material",67791709,"Vehicle Body","Pick-up Trucks Type 1 Vehicle Body (PHEV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (HEV) Pick-up Trucks Type 1: Conventional Material",67792332,"Powertrain System","Powertrain System (HEV) Pick-up Trucks Type 1: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (HEV) Pick-up Trucks Type 1: Lightweightl Material",67792343,"Powertrain System","Powertrain System (HEV) Pick-up Trucks Type 1: Lightweightl Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (PHEV) Pick-up Trucks Type 1: Conventional Material",67792355,"Powertrain System","Powertrain System (PHEV) Pick-up Trucks Type 1: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (PHEV) Pick-up Trucks Type 1: Lightweightl Material",67792366,"Powertrain System","Powertrain System (PHEV) Pick-up Trucks Type 1: Lightweightl Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Pick-up Trucks Type 1 Vehicle Body (FCV): Lightweight Material",67792660,"Vehicle Body","Pick-up Trucks Type 1 Vehicle Body (FCV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Pick-Up Trucks Type 1 Chassis (w/o battery) (FCV): Lightweight Material",67792683,"Chassis (w/o battery)","Pick-up Trucks Type 1 Chassis (w/o battery) (FCV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (FCV) Pick-up Trucks Type 1: Conventional Material",67792748,"Powertrain System","Powertrain System (FCV) Pick-up Trucks Type 1: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Powertrain System (FCV) Pick-up Trucks Type 1: Lightweightl Material",67792760,"Powertrain System","Powertrain System (FCV) Pick-up Trucks Type 1: Lightweightl Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Tire Replacement",68395848,"Vehicle Tire Replacement","Vehicle Tire Replacement","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Lead-Acid Battery Production",69007933,"Lead-Acid (Vehicle Battery Assembly)","Lead-Acid (Battery Assembly)",30400502,,,,,,,,,
"StationaryProcess","Ni-MH Battery Production",69414708,"Ni-MH Battery pre-assembly","Ni-MH (Battery Assembly)","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,"Assume same place as lead battery assembly",
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for EV LMO",69418199,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for EV LMO","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for EV NMC",69428660,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for EV NMC","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for HEV LMO",69429397,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for HEV LMO","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for HEV NMC",69429629,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for HEV NMC","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for Series PHEV LMO",69429872,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for Series PHEV LMO","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for Split PHEV LMO",69430062,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for Split PHEV LMO","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for Series PHEV NMC",69948730,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for Series PHEV NMC","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for Series PHEV LFP",69949627,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for Series PHEV LFP","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for EV LMR-NMC Gr",69949821,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for EV LMR-NMC Gr","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for EV LMR-NMC Gr-SI",69950010,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for EV LMR-NMC Gr-SI","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for HEV LFP",71147113,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for HEV LFP","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for Split PHEV NMC",71147512,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for Split PHEV NMC","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for Split PHEV LFP",71147770,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for Split PHEV LFP","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for EV LFP",71147971,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for EV LFP","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Lithium Ion (Battery Pre-Assembly) for EV LCO",71148146,"Lithium Ion (Vehicle Battery Pre-Assembly Part)","Lithium Ion (Battery Pre-Assembly) for EV LCO","30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Vehicle Fluids for ICEVs (CM)",73824015,"Vehicle Fluids","Per-vehicle Lifetime Fluids for ICEVs (CM)","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Vehicle Fluids for ICEVs (LW)",73833785,"Vehicle Fluids","Per-vehicle Lifetime Fluids for ICEVs (LW)","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Vehicle Fluids for HEVs",73834284,"Vehicle Fluids","Per-vehicle Lifetime Fluids for HEVs","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Vehicle Fluids for PHEVs",73834629,"Vehicle Fluids","Per-vehicle Lifetime Fluids for PHEVs","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Vehicle Fluids for EVs",73834857,"Vehicle Fluids","Per-vehicle Lifetime Fluids for EVs","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Vehicle Fluids for FCVs",73834868,"Vehicle Fluids","Per-vehicle Lifetime Fluids for FCVs","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Vehicle Adhesive Production",73838963,"Vehicle Adhesive","Vehicle Adhesive Fabrication","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","MeOH Production from NNA Flared Gas-no co-products",75378950,"Methanol","Methanol from NNA FG-no co-products",30125001,,,,,99951300,,,,
"StationaryProcess","FT Diesel Production from NG-no co-product",75380904,"Fischer-Tropsch Diesel","Fischer-Tropsch Diesel from North American Natural Gas-no co-products,Fischer-Tropsch Diesel from Non-North American Natural Gas-no co-products","10100101;10100102;10100201;10100202;10100203;10100204;10100205;10100212;10100215;10100217;10100218;10100221;10100222;10100223;10100224;10100225;10100226;10100237;10100238;10100301;10100302;10100303;10100306;10100317;10100318;10100401;10100404;10100405;10100406;10100501;10100504;10100505;10100601;10100602;10100604;10100701;10100702;10100703;10100712;10100801;10100901;10100902;10100903;10100908;10100910;10100911;10100912;10101001;10101002;10101101;10101201;10101202;10101204;10101206;10101207;10101208;10101301;10101302;10101501;10101502;10101601;10102101",99910200,,,,,,,,
"StationaryProcess","FT Diesel Production from NG-with steam",75381002,"Fischer-Tropsch Diesel","Fischer-Tropsch Diesel from North American Natural Gas-with steam,Fischer-Tropsch Diesel from Non-North American Natural Gas-with steam","10100601;10100602;10100604",99910200,,,,,,,,
"StationaryProcess","FT Diesel Production from NNA FG-with steam",75382159,"Fischer-Tropsch Diesel","Fischer-Tropsch Diesel from Non-North American Flared Gas-with steam","10100101;10100102;10100201;10100202;10100203;10100204;10100205;10100212;10100215;10100217;10100218;10100221;10100222;10100223;10100224;10100225;10100226;10100237;10100238;10100301;10100302;10100303;10100306;10100317;10100318;10100401;10100404;10100405;10100406;10100501;10100504;10100505;10100601;10100602;10100604;10100701;10100702;10100703;10100712;10100801;10100901;10100902;10100903;10100908;10100910;10100911;10100912;10101001;10101002;10101101;10101201;10101202;10101204;10101206;10101207;10101208;10101301;10101302;10101501;10101502;10101601;10102101",99910200,,,,99951300,,,,
"StationaryProcess","FT Diesel Production from NNA FG-no co-product",75382206,"Fischer-Tropsch Diesel","Fischer-Tropsch Diesel from Non-North American Flared Gas-no co-product","10100101;10100102;10100201;10100202;10100203;10100204;10100205;10100212;10100215;10100217;10100218;10100221;10100222;10100223;10100224;10100225;10100226;10100237;10100238;10100301;10100302;10100303;10100306;10100317;10100318;10100401;10100404;10100405;10100406;10100501;10100504;10100505;10100601;10100602;10100604;10100701;10100702;10100703;10100712;10100801;10100901;10100902;10100903;10100908;10100910;10100911;10100912;10101001;10101002;10101101;10101201;10101202;10101204;10101206;10101207;10101208;10101301;10101302;10101501;10101502;10101601;10102101",99910200,,,,99951300,,,,
"StationaryProcess","FT Diesel Production (From LFG)-no co-product",75391077,"Fischer-Tropsch Diesel","Fischer-Tropsch Diesel from Landfill Gas-no co-product",10300811,,,,,,,,,
"StationaryProcess","FT Diesel Production (From LFG)-with steam",75391169,"Fischer-Tropsch Diesel","Fischer-Tropsch Diesel from Landfill Gas-with steam","10100601;10100602;10100604",99910200,,,,,,,,
"StationaryProcess","FT Naphtha Production from NG-with steam",75636045,"NG-Based FT Naphtha","Naphtha from Non-North American Natural Gas-with stream,Naphtha from North American Natural Gas-with steam","10100101;10100102;10100201;10100202;10100203;10100204;10100205;10100212;10100215;10100217;10100218;10100221;10100222;10100223;10100224;10100225;10100226;10100237;10100238;10100301;10100302;10100303;10100306;10100317;10100318;10100401;10100404;10100405;10100406;10100501;10100504;10100505;10100601;10100602;10100604;10100701;10100702;10100703;10100712;10100801;10100901;10100902;10100903;10100908;10100910;10100911;10100912;10101001;10101002;10101101;10101201;10101202;10101204;10101206;10101207;10101208;10101301;10101302;10101501;10101502;10101601;10102101",99910200,,,,,,,,
"StationaryProcess","FT Naphtha Production from NG-with electricity",75636257,"NG-Based FT Naphtha","Naphtha from Non-North American Natural Gas-with electricity,Naphtha from North American Natural Gas-with electricity","10100101;10100102;10100201;10100202;10100203;10100204;10100205;10100212;10100215;10100217;10100218;10100221;10100222;10100223;10100224;10100225;10100226;10100237;10100238;10100301;10100302;10100303;10100306;10100317;10100318;10100401;10100404;10100405;10100406;10100501;10100504;10100505;10100601;10100602;10100604;10100701;10100702;10100703;10100712;10100801;10100901;10100902;10100903;10100908;10100910;10100911;10100912;10101001;10101002;10101101;10101201;10101202;10101204;10101206;10101207;10101208;10101301;10101302;10101501;10101502;10101601;10102101",99910200,,,,,,,,
"StationaryProcess","FT Naphtha Production from NNA FG-with steam",75637017,"NG-Based FT Naphtha","Naphtha from Non-North American Flared Gas-with stream","10100101;10100102;10100201;10100202;10100203;10100204;10100205;10100212;10100215;10100217;10100218;10100221;10100222;10100223;10100224;10100225;10100226;10100237;10100238;10100301;10100302;10100303;10100306;10100317;10100318;10100401;10100404;10100405;10100406;10100501;10100504;10100505;10100601;10100602;10100604;10100701;10100702;10100703;10100712;10100801;10100901;10100902;10100903;10100908;10100910;10100911;10100912;10101001;10101002;10101101;10101201;10101202;10101204;10101206;10101207;10101208;10101301;10101302;10101501;10101502;10101601;10102101",99910200,,,,99951300,,,,
"StationaryProcess","FT Naphtha Production from NNA FG-with electricity",75637059,"NG-Based FT Naphtha","Naphtha from Non-North American Flared Gas-with electricity","10100101;10100102;10100201;10100202;10100203;10100204;10100205;10100212;10100215;10100217;10100218;10100221;10100222;10100223;10100224;10100225;10100226;10100237;10100238;10100301;10100302;10100303;10100306;10100317;10100318;10100401;10100404;10100405;10100406;10100501;10100504;10100505;10100601;10100602;10100604;10100701;10100702;10100703;10100712;10100801;10100901;10100902;10100903;10100908;10100910;10100911;10100912;10101001;10101002;10101101;10101201;10101202;10101204;10101206;10101207;10101208;10101301;10101302;10101501;10101502;10101601;10102101",99910200,,,,99951300,,,,
"StationaryProcess","MeOH Production from NG-with electricity",75638855,"Methanol","Methanol from NNA NG-with electricity,Methanol from NA NG-with electricity",30125001,,,,,,,,,
"StationaryProcess","MeOH Production from NNA Flared Gas-with electricity",75639165,"Methanol","Methanol from NNA FG-with electricity",30125001,,,,,99951300,,,,
"StationaryProcess","DME Production from NG-with steam",75650231,"Dimethyl Ether","Dimethyl Ether from Non-North American Natural Gas-with steam,Dimethyl Ether from North American Natural Gas-with steam",30125001,99910400,,,,,,,"DME isn't currently in widespread usage as a fuel",
"StationaryProcess","DME Production from NG-with electricity",75650490,"Dimethyl Ether","Dimethyl Ether from North American Natural Gas-with electricity,Dimethyl Ether from Non-North American Natural Gas-with electricity","40704897;40704898",,,,,,,,"DME isn't currently in widespread usage as a fuel",
